MentionID,TranscriptID,NewsProgram,ChannelType,TimePeriod,CaseID,IssueArea,CaseStage,WordCountRAND,MultiMention,MultiMentionType,MentionContext,AnchorOnly,Correspondent,Debate,NewsInterview
2002083PDMSNBC080410,MSNBC080410,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,165,0,NA,2,0,0,1,0
2014070PDFox090815,Fox090815,SpecialReport,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,165,0,NA,3,0,0,1,0
2009012PDMSNBC013117,MSNBC013117,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,170,1,Separate,2,0,0,0,1
2006060AFox042407,Fox042407,SpecialReport,CableNews,2000_2018,2006060,EconomicActivity,Argument,345,0,NA,1,0,1,0,0
2006068AFox031907,Fox031907,SpecialReport,CableNews,2000_2018,2006068,FirstAmendment,Argument,731,0,NA,1,0,1,0,0
2006068DABC062507,ABC062507,WorldNewsTonight,NetworkNews,2000_2018,2006068,FirstAmendment,Decision,298,1,Separate,1,0,1,0,0
2006068DFox062507,Fox062507,SpecialReport,CableNews,2000_2018,2006068,FirstAmendment,Decision,460,1,Separate/Identical,1,0,1,0,0
1999088PDFox031003,Fox031003,SpecialReport,CableNews,2000_2018,1999088,Abortion,PostDecision,170,0,NA,3,0,1,0,0
2006069AFox042507,Fox042507,SpecialReport,CableNews,2000_2018,2006069,FirstAmendment,Argument,530,1,Primary,1,0,1,0,0
2006069DABC062507,ABC062507,WorldNewsTonight,NetworkNews,2000_2018,2006069,FirstAmendment,Decision,341,1,Separate,1,0,1,0,0
2006069DFox062507,Fox062507,SpecialReport,CableNews,2000_2018,2006069,FirstAmendment,Decision,641,1,Separate/Identical,1,0,1,0,0
2009012PDFox100813,Fox100813,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,173,1,Secondary,2,0,1,0,0
2007011DFox011508,Fox011508,SpecialReport,CableNews,2000_2018,2007011,EconomicActivity,Decision,97,0,NA,1,1,0,0,0
2007038AFox103007,Fox103007,SpecialReport,CableNews,2000_2018,2007038,FirstAmendment,Argument,683,1,Primary,1,0,1,0,0
2007038DFox051908,Fox051908,SpecialReport,CableNews,2000_2018,2007038,FirstAmendment,Decision,504,1,Separate,1,0,1,0,0
2007039DFox051908,Fox051908,SpecialReport,CableNews,2000_2018,2007039,EconomicActivity,Decision,55,1,Separate,1,1,0,0,0
2007069AABC022708,ABC022708,WorldNewsTonight,NetworkNews,2000_2018,2007069,EconomicActivity,Argument,72,0,NA,1,1,0,0,0
2007069DFox062508,Fox062508,SpecialReport,CableNews,2000_2018,2007069,EconomicActivity,Decision,65,0,NA,1,1,0,0,0
2012079PDABC122713,ABC122713,WorldNewsTonight,NetworkNews,2000_2018,2012079,SexDiscrimination,PostDecision,175,0,NA,3,1,0,0,0
2008003DFox111208,Fox111208,SpecialReport,CableNews,2000_2018,2008003,EconomicActivity,Decision,72,0,NA,1,1,0,0,0
2008026DFox022509,Fox022509,SpecialReport,CableNews,2000_2018,2008026,FirstAmendment,Decision,371,1,Separate,1,0,1,0,0
2002083PDMSNBC042505,MSNBC042505,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,176,0,NA,3,0,0,1,0
2009012AFox090909,Fox090909,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,Argument,437,0,NA,1,0,1,0,0
2009012CFox111408,Fox111408,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,Cert,82,0,NA,1,1,0,0,0
2009012DABC012110,ABC012110,WorldNewsTonight,NetworkNews,2000_2018,2009012,FirstAmendment,Decision,447,0,NA,1,0,1,0,0
2009012DFox012110,Fox012110,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,Decision,"1,540",0,NA,1,0,1,1,0
2009012DMSNBC012110,MSNBC012110,Hardball,CableNews,2000_2018,2009012,FirstAmendment,Decision,"1,061",0,NA,1,1,0,0,1
2009012PAABC090909,ABC090909,WorldNewsTonight,NetworkNews,2000_2018,2009012,FirstAmendment,PostArgument,68,0,NA,1,1,0,0,0
2009012PAFox100509,Fox100509,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostArgument,134,1,Separate,1,0,0,1,0
2009012PAMSNBC032509,MSNBC032509,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostArgument,"2,096",,NA,1,0,0,0,1
1991117PDABC030404,ABC030404,WorldNewsTonight,NetworkNews,2000_2018,1991117,Abortion,PostDecision,180,0,NA,2,0,1,0,0
2013070PDFox072314,Fox072314,SpecialReport,CableNews,2000_2018,2013070,FirstAmendment,PostDecision,182,0,NA,3,0,0,0,1
2009012PDFox031510,Fox031510,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,183,0,NA,2,1,0,0,0
2009012PDMSNBC112310,MSNBC112310,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,184,0,NA,3,0,0,1,0
2002083PDMSNBC012004,MSNBC012004,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,185,0,NA,3,0,0,0,1
2002083PDMSNBC060409,MSNBC060409,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,185,0,NA,3,0,0,1,0
2014070PDMSNBC072115,MSNBC072115,Hardball,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,192,0,NA,3,0,0,1,0
2006031PDMSNBC092812,MSNBC092812,Hardball,CableNews,2000_2018,2006031,Abortion,PostDecision,193,0,NA,2,0,0,0,1
2009012PDFox022814,Fox022814,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,193,0,NA,3,0,1,0,0
2012079PDFox021014,Fox021014,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,PostDecision,193,1,Separate,3,0,1,0,0
2009012PDMSNBC040314,MSNBC040314,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,198,1,Secondary,2,0,0,0,1
1999088PDFox110503,Fox110503,SpecialReport,CableNews,2000_2018,1999088,Abortion,PostDecision,206,0,NA,3,0,1,0,0
2009012PDMSNBC021716,MSNBC021716,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,209,0,NA,3,0,0,0,1
2013070PDFox072814,Fox072814,SpecialReport,CableNews,2000_2018,2013070,FirstAmendment,PostDecision,210,0,NA,3,0,1,0,0
2017020PDFox061719,Fox061719,SpecialReport,CableNews,2000_2018,2017020,SexDiscrimination,PostDecision,211,1,Separate,2,0,1,0,0
2012077PDMSNBC062813,MSNBC062813,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostDecision,212,1,Separate/Identical,3,1,0,0,0
2001038PDFox050102,Fox050102,SpecialReport,CableNews,2000_2018,2001038,FirstAmendment,PostDecision,214,0,NA,1,0,1,0,0
2015048PDMSNBC070918,MSNBC070918,Hardball,CableNews,2000_2018,2015048,Abortion,PostDecision,216,1,Separate,2,0,0,0,1
2009012PDMSNBC121310,MSNBC121310,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,216,0,NA,3,0,0,1,0
2002083PDMSNBC120712,MSNBC120712,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,223,1,Secondary,2,0,0,1,0
2009012PDFox030812,Fox030812,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,227,0,NA,3,0,1,0,0
2002083PDMSNBC050109,MSNBC050109,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,231,0,NA,2,0,0,1,0
2009012PDMSNBC062718,MSNBC062718,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,233,1,Separate,2,0,0,1,0
2009012PDFox012210,Fox012210,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,237,0,NA,3,1,1,1,0
2015048PDFox121316,Fox121316,SpecialReport,CableNews,2000_2018,2015048,Abortion,PostDecision,242,0,NA,3,0,1,0,0
2009012PDMSNBC062618,MSNBC062618,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,248,0,NA,2,1,0,0,0
1991117PDMSNBC041213,MSNBC041213,Hardball,CableNews,2000_2018,1991117,Abortion,PostDecision,251,1,Separate,3,0,0,0,1
2009012PDMSNBC021516,MSNBC021516,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,252,0,NA,2,0,0,0,1
1991117PDMSNBC111804,MSNBC111804,Hardball,CableNews,2000_2018,1991117,Abortion,PostDecision,259,0,NA,3,0,0,0,1
2003006PDFox030504,Fox030504,SpecialReport,CableNews,2000_2018,2003006,FirstAmendment,PostDecision,259,0,NA,3,1,0,0,0
2002083PDMSNBC010512,MSNBC010512,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,267,0,NA,3,0,0,1,0
2013070PDMSNBC013117,MSNBC013117,Hardball,CableNews,2000_2018,2013070,FirstAmendment,PostDecision,268,1,Separate,2,0,1,0,1
2009012PDABC101110,ABC101110,WorldNewsTonight,NetworkNews,2000_2018,2009012,FirstAmendment,PostDecision,273,0,NA,1,0,1,0,0
1997097PDMSNBC060503,MSNBC060503,Hardball,CableNews,2000_2018,1997097,FirstAmendment,PostDecision,276,0,NA,3,0,0,1,0
2001080PDFox070102,Fox070102,SpecialReport,CableNews,2000_2018,2001080,FirstAmendment,PostDecision,280,0,NA,3,0,1,0,0
2014070PDMSNBC070715,MSNBC070715,Hardball,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,289,1,Separate,1,0,0,1,0
2012077PDMSNBC100914,MSNBC100914,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostDecision,294,1,Identical,3,0,0,1,0
2012079PDMSNBC100914,MSNBC100914,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostDecision,294,1,Identical,3,0,0,1,0
2009012PDMSNBC062818,MSNBC062818,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,297,0,NA,2,1,0,0,0
1999088PDMSNBC010501,MSNBC010501,Hardball,CableNews,2000_2018,1999088,Abortion,PostDecision,308,0,NA,3,0,0,1,0
2009012PDFox042011,Fox042011,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,308,1,Separate,3,0,1,0,0
2014070PDFox070215,Fox070215,SpecialReport,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,309,0,NA,3,0,0,1,1
1995053PDMSNBC080405,MSNBC080405,Hardball,CableNews,2000_2018,1995053,SexDiscrimination,PostDecision,316,0,NA,2,0,0,1,0
1991117PDFox122313,Fox122313,SpecialReport,CableNews,2000_2018,1991117,Abortion,PostDecision,317,1,Separate,3,0,0,1,0
2009012PDMSNBC071012,MSNBC071012,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,319,0,NA,3,0,0,1,1
2008040PDFox060109,Fox060109,SpecialReport,CableNews,2000_2018,2008040,EconomicActivity,PostDecision,322,0,NA,2,0,1,0,0
2002083PDMSNBC052809,MSNBC052809,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,325,0,NA,3,0,0,0,1
2002083PDMSNBC112910,MSNBC112910,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,325,0,NA,3,0,0,1,0
1999088PDFox060503,Fox060503,SpecialReport,CableNews,2000_2018,1999088,Abortion,PostDecision,329,0,NA,3,0,1,0,0
1999088PDFox102103,Fox102103,SpecialReport,CableNews,2000_2018,1999088,Abortion,PostDecision,329,0,NA,3,0,1,0,0
1999088PDFox031303,Fox031303,SpecialReport,CableNews,2000_2018,1999088,Abortion,PostDecision,334,0,NA,3,0,1,0,0
2009041AABC100709,ABC100709,WorldNewsTonight,NetworkNews,2000_2018,2009041,FirstAmendment,Argument,487,0,NA,1,0,1,0,0
2009041AFox100709,Fox100709,SpecialReport,CableNews,2000_2018,2009041,FirstAmendment,Argument,449,0,NA,1,0,1,0,0
2009041DABC042810,ABC042810,WorldNewsTonight,NetworkNews,2000_2018,2009041,FirstAmendment,Decision,480,0,NA,1,0,1,0,0
2009041DFox042810,Fox042810,SpecialReport,CableNews,2000_2018,2009041,FirstAmendment,Decision,221,0,NA,1,0,1,0,0
2009041PCFox022509,Fox022509,SpecialReport,CableNews,2000_2018,2009041,FirstAmendment,PostCert,70,1,Secondary,2,0,1,0,0
2014061PDFox070915,Fox070915,SpecialReport,CableNews,2000_2018,2014061,EconomicActivity,PostDecision,336,0,NA,3,0,1,0,0
2009047AABC100609,ABC100609,WorldNewsTonight,NetworkNews,2000_2018,2009047,FirstAmendment,Argument,423,0,NA,1,0,1,0,0
2009047AFox100609,Fox100609,SpecialReport,CableNews,2000_2018,2009047,FirstAmendment,Argument,442,0,NA,1,0,1,0,0
2009047DABC042010,ABC042010,WorldNewsTonight,NetworkNews,2000_2018,2009047,FirstAmendment,Decision,322,0,NA,1,0,1,0,0
2009047DFox042010,Fox042010,SpecialReport,CableNews,2000_2018,2009047,FirstAmendment,Decision,446,0,NA,1,0,1,0,0
2009047PCFox100509,Fox100509,SpecialReport,CableNews,2000_2018,2009047,FirstAmendment,PostCert,143,1,Separate,1,0,1,0,0
2009077AFox022310,Fox022310,SpecialReport,CableNews,2000_2018,2009077,FirstAmendment,Argument,450,0,NA,1,0,1,0,0
2009077DFox062110,Fox062110,SpecialReport,CableNews,2000_2018,2009077,FirstAmendment,Decision,325,0,NA,1,0,1,0,0
2009090DFox062810,Fox062810,SpecialReport,CableNews,2000_2018,2009090,FirstAmendment,Decision,106,0,NA,1,0,1,0,0
2010007AABC100410,ABC100410,WorldNewsTonight,NetworkNews,2000_2018,2010007,EconomicActivity,Argument,194,0,NA,1,0,1,0,0
2010023AABC100610,ABC100610,WorldNewsTonight,NetworkNews,2000_2018,2010023,FirstAmendment,Argument,694,0,NA,1,0,1,0,0
2010023AFox100610,Fox100610,SpecialReport,CableNews,2000_2018,2010023,FirstAmendment,Argument,"1,944",0,NA,1,0,1,1,0
2010023AMSNBC100610,MSNBC100610,Hardball,CableNews,2000_2018,2010023,FirstAmendment,Argument,"1,388",0,NA,1,0,0,0,1
2010023CABC040110,ABC040110,WorldNewsTonight,NetworkNews,2000_2018,2010023,FirstAmendment,PostCert,450,0,NA,1,0,1,0,0
2010023CFox030810,Fox030810,SpecialReport,CableNews,2000_2018,2010023,FirstAmendment,Cert,49,0,NA,1,1,0,0,0
2010023DABC030211,ABC030211,WorldNewsTonight,NetworkNews,2000_2018,2010023,FirstAmendment,Decision,462,0,NA,1,0,1,0,0
2010023DFox030211,Fox030211,SpecialReport,CableNews,2000_2018,2010023,FirstAmendment,Decision,441,0,NA,1,0,1,0,0
2010023DFox042011,Fox042011,SpecialReport,CableNews,2000_2018,2010023,FirstAmendment,Decision,188,1,Separate,3,0,1,0,0
2010023DMSNBC030211,MSNBC030211,Hardball,CableNews,2000_2018,2010023,FirstAmendment,Decision,83,0,NA,1,1,0,0,0
2010023PAABC121010,ABC121010,WorldNewsTonight,NetworkNews,2000_2018,2010023,FirstAmendment,PostArgument,39,0,NA,3,0,1,0,0
2010023PCFox100410,Fox100410,SpecialReport,CableNews,2000_2018,2010023,FirstAmendment,PostCert,65,0,NA,1,0,1,0,0
2010023PCMSNBC031610,MSNBC031610,Hardball,CableNews,2000_2018,2010023,FirstAmendment,PostCert,"1,360",0,NA,1,0,0,1,0
2010023PCMSNBC031910,MSNBC031910,Hardball,CableNews,2000_2018,2010023,FirstAmendment,PostCert,"2,007",0,NA,1,1,0,0,1
2010023PCMSNBC040110,MSNBC040110,Hardball,CableNews,2000_2018,2010023,FirstAmendment,PostCert,"1,548",0,NA,1,0,0,0,1
2000071PDFox061201,Fox061201,SpecialReport,CableNews,2000_2018,2000071,FirstAmendment,PostDecision,339,0,NA,3,0,1,0,0
2010052CFox101810,Fox101810,SpecialReport,CableNews,2000_2018,2010052,EconomicActivity,Cert,67,0,NA,1,1,0,0,0
2010052DFox053111,Fox053111,SpecialReport,CableNews,2000_2018,2010052,EconomicActivity,Decision,61,0,NA,1,1,0,0,0
2010072AFox041911,Fox041911,SpecialReport,CableNews,2000_2018,2010072,EconomicActivity,Argument,331,0,NA,1,0,1,0,0
2010072CFox120610,Fox120610,SpecialReport,CableNews,2000_2018,2010072,EconomicActivity,Cert,25,0,NA,1,1,0,0,0
2010072DFox062011,Fox062011,SpecialReport,CableNews,2000_2018,2010072,EconomicActivity,Decision,787,0,NA,1,0,1,1,0
2010077DFox062311,Fox062311,SpecialReport,CableNews,2000_2018,2010077,FirstAmendment,Decision,57,0,NA,1,1,0,0,0
2010083DABC062711,ABC062711,WorldNewsTonight,NetworkNews,2000_2018,2010083,FirstAmendment,Decision,302,0,NA,1,0,1,0,0
2010083DFox062711,Fox062711,SpecialReport,CableNews,2000_2018,2010083,FirstAmendment,Decision,23,1,Separate,1,1,0,0,0
2009012PDMSNBC021611,MSNBC021611,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,340,0,NA,1,0,0,1,0
2010084DFox062711,Fox062711,SpecialReport,CableNews,2000_2018,2010084,FirstAmendment,Decision,38,1,Separate,1,1,0,0,0
2011011AFox100511,Fox100511,SpecialReport,CableNews,2000_2018,2011011,FirstAmendment,Argument,359,0,NA,1,0,1,0,0
2009012PDFox081315,Fox081315,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,360,0,NA,3,0,1,1,0
2011040DFox032112,Fox032112,SpecialReport,CableNews,2000_2018,2011040,EconomicActivity,Decision,465,0,NA,1,0,1,0,0
2011076AABC022212,ABC022212,WorldNewsTonight,NetworkNews,2000_2018,2011076,FirstAmendment,Argument,471,0,NA,1,0,1,0,0
2011076AFox022212,Fox022212,SpecialReport,CableNews,2000_2018,2011076,FirstAmendment,Argument,39,0,NA,1,1,0,0,0
2011076CFox101711,Fox101711,SpecialReport,CableNews,2000_2018,2011076,FirstAmendment,Cert,42,0,NA,1,1,0,0,0
2011076DABC062812,ABC062812,WorldNewsTonight,NetworkNews,2000_2018,2011076,FirstAmendment,Decision,406,0,NA,1,0,1,0,0
2011076DFox062812,Fox062812,SpecialReport,CableNews,2000_2018,2011076,FirstAmendment,Decision,49,0,NA,1,1,0,0,0
2014070PDMSNBC062718,MSNBC062718,Hardball,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,364,1,Separate,2,0,1,0,1
2012027DFox032013,Fox032013,SpecialReport,CableNews,2000_2018,2012027,EconomicActivity,Decision,52,0,NA,1,1,0,0,0
2012077AFox032613,Fox032613,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,Argument,"2,114",0,NA,1,0,1,1,0
2012077AMSNBC032613,MSNBC032613,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,Argument,"5,375",1,Primary,1,0,0,1,1
2012077CABC120712,ABC120712,WorldNewsTonight,NetworkNews,2000_2018,2012077,SexDiscrimination,Cert,137,1,Secondary,2,0,1,0,0
2012077CFox120712,Fox120712,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,Cert,576,1,Identical,1,1,0,1,0
2012077CMSNBC120712,MSNBC120712,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,Cert,"3,306",1,Primary/Identical,1,0,0,1,0
2012077DABC062613,ABC062613,WorldNewsTonight,NetworkNews,2000_2018,2012077,SexDiscrimination,Decision,"1,309",1,Identical,1,0,1,0,0
2012077DFox062613,Fox062613,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,Decision,"2,043",1,Identical,1,0,1,1,0
2012077DMSNBC062613,MSNBC062613,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,Decision,"1,432",1,Secondary/Identical,2,0,1,1,0
2012077PAABC032913,ABC032913,WorldNewsTonight,NetworkNews,2000_2018,2012077,SexDiscrimination,PostArgument,121,1,Identical,3,1,0,0,0
2012077PAFox032713,Fox032713,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,273,1,Secondary,2,0,0,1,0
2012077PAFox041013,Fox041013,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,80,0,NA,3,0,1,0,0
2012077PAMSNBC032713,MSNBC032713,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,371,1,Secondary,2,0,1,0,1
2012077PAMSNBC032813,MSNBC032813,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,"1,744",1,Identical,1,1,0,1,0
2012077PAMSNBC032913,MSNBC032913,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,"1,706",1,Identical,3,0,0,0,1
2012077PAMSNBC041213,MSNBC041213,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostArgument,127,1,Identical,3,0,0,1,0
2012077PCABC022813,ABC022813,WorldNewsTonight,NetworkNews,2000_2018,2012077,SexDiscrimination,PostCert,329,0,NA,3,0,1,0,0
2012077PCABC032513,ABC032513,WorldNewsTonight,NetworkNews,2000_2018,2012077,SexDiscrimination,PostCert,70,0,NA,1,1,0,0,0
2012077PCFox022213,Fox022213,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,526,0,NA,3,0,1,0,0
2012077PCFox022813,Fox022813,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,460,0,NA,1,0,1,0,0
2012077PCFox030113,Fox030113,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,65,0,NA,1,1,0,0,0
2012077PCFox032513,Fox032513,SpecialReport,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,67,0,NA,1,1,0,0,0
2012077PCMSNBC022613,MSNBC022613,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,"2,001",1,Primary,1,0,0,1,0
2012077PCMSNBC030113,MSNBC030113,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,"1,749",1,Primary,1,0,0,1,0
2012077PCMSNBC031813,MSNBC031813,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,195,1,Identical,2,0,0,1,0
2012077PCMSNBC032213,MSNBC032213,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,146,1,Identical,1,1,0,0,0
2012077PCMSNBC032513,MSNBC032513,Hardball,CableNews,2000_2018,2012077,SexDiscrimination,PostCert,"2,152",1,Primary/Identical,1,0,0,0,1
2009012PDFox031212,Fox031212,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,365,0,NA,3,0,1,0,0
1999088PDABC032904,ABC032904,WorldNewsTonight,NetworkNews,2000_2018,1999088,Abortion,PostDecision,366,0,NA,3,0,1,0,0
2009012PDFox031010,Fox031010,SpecialReport,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,373,0,NA,3,0,1,0,0
1991117PDMSNBC011006,MSNBC011006,Hardball,CableNews,2000_2018,1991117,Abortion,PostDecision,375,0,NA,2,0,0,0,1
2014070PDABC090215,ABC090215,WorldNewsTonight,NetworkNews,2000_2018,2014070,SexDiscrimination,PostDecision,376,0,NA,1,0,1,0,0
2006031PDFox041907,Fox041907,SpecialReport,CableNews,2000_2018,2006031,Abortion,PostDecision,377,0,NA,3,0,1,0,0
2014070PDABC090415,ABC090415,WorldNewsTonight,NetworkNews,2000_2018,2014070,SexDiscrimination,PostDecision,380,0,NA,1,0,1,0,0
2002083PDMSNBC112003,MSNBC112003,Hardball,CableNews,2000_2018,2002083,SexDiscrimination,PostDecision,381,0,NA,2,0,0,0,1
2012079PDFox070513,Fox070513,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,PostDecision,388,0,NA,1,0,1,0,0
2012079AABC032713,ABC032713,WorldNewsTonight,NetworkNews,2000_2018,2012079,SexDiscrimination,Argument,831,0,NA,1,0,1,0,0
2012079AFox032713,Fox032713,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,Argument,"2,597",1,Primary,1,0,1,1,0
2012079AMSNBC032713,MSNBC032713,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,Argument,"3,284",1,Primary,1,0,1,0,1
2012079CABC120712,ABC120712,WorldNewsTonight,NetworkNews,2000_2018,2012079,SexDiscrimination,Cert,704,1,Primary,1,0,1,0,0
2012079CFox120712,Fox120712,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,Cert,576,1,Identical,1,1,0,1,0
2012079CMSNBC120712,MSNBC120712,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,Cert,992,1,Secondary/Identical,2,1,0,1,0
2012079DABC062613,ABC062613,WorldNewsTonight,NetworkNews,2000_2018,2012079,SexDiscrimination,Decision,"1,309",1,Identical,1,0,1,0,0
2012079DFox062613,Fox062613,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,Decision,"2,043",1,Identical,1,0,1,1,0
2012079DMSNBC062613,MSNBC062613,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,Decision,"4,391",1,Primary/Identical,1,0,1,1,1
2012079PAABC032913,ABC032913,WorldNewsTonight,NetworkNews,2000_2018,2012079,SexDiscrimination,PostArgument,121,1,Identical,3,1,0,0,0
2012079PAFox032813,Fox032813,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,PostArgument,"1,798",0,NA,1,0,1,1,0
2012079PAFox060413,Fox060413,SpecialReport,CableNews,2000_2018,2012079,SexDiscrimination,PostArgument,289,0,NA,1,0,1,0,0
2012079PAMSNBC032813,MSNBC032813,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostArgument,"1,744",1,Identical,1,1,0,1,0
2012079PAMSNBC032913,MSNBC032913,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostArgument,"1,706",1,Identical,3,0,0,0,1
2012079PAMSNBC041213,MSNBC041213,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostArgument,127,1,Identical,3,0,0,1,0
2012079PCMSNBC013013,MSNBC013013,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,164,1,Separate,1,1,0,0,0
2012079PCMSNBC022613,MSNBC022613,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,35,1,Secondary,2,0,0,1,0
2012079PCMSNBC030113,MSNBC030113,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,28,1,Secondary,2,0,0,1,0
2012079PCMSNBC030813,MSNBC030813,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,"1,805",0,NA,1,0,0,1,0
2012079PCMSNBC031813,MSNBC031813,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,195,1,Identical,2,0,0,1,0
2012079PCMSNBC032213,MSNBC032213,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,146,1,Identical,1,1,0,0,0
2012079PCMSNBC032513,MSNBC032513,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,919,1,Secondary/Identical,2,0,0,0,1
2012079PCMSNBC032613,MSNBC032613,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,46,1,Secondary,2,0,0,0,1
2012079PCMSNBC121012,MSNBC121012,Hardball,CableNews,2000_2018,2012079,SexDiscrimination,PostCert,109,0,NA,3,0,0,1,0
1991117PDABC063092,ABC063092,WorldNewsTonight,NetworkNews,1990_1999,1991117,Abortion,PostDecision,393,0,NA,3,0,1,0,0
1999085PDFox051501,Fox051501,SpecialReport,CableNews,2000_2018,1999085,SexDiscrimination,PostDecision,395,0,NA,1,0,1,0,0
2009012PDMSNBC040816,MSNBC040816,Hardball,CableNews,2000_2018,2009012,FirstAmendment,PostDecision,395,0,NA,3,0,0,1,0
2001064PDFox062002,Fox062002,SpecialReport,CableNews,2000_2018,2001064,EconomicActivity,PostDecision,398,0,NA,3,0,1,0,0
2014070PDFox063015,Fox063015,SpecialReport,CableNews,2000_2018,2014070,SexDiscrimination,PostDecision,406,0,NA,1,0,1,0,0
1999085PDFox032201,Fox032201,SpecialReport,CableNews,2000_2018,1999085,SexDiscrimination,PostDecision,412,0,NA,3,0,1,0,0
